,customer_id,cluster_label,gender,past_3_years_bike_related_purchases,job_title,wealth_segment,deceased_indicator,owns_car,tenure,age
868,913,0,F,67,Financial Services,Mass Customer,N,No,1.0,20.0
869,914,0,M,73,Chemical Engineer,Affluent Customer,N,Yes,2.0,21.0
870,915,0,F,17,Budget/Accounting Analyst IV,Mass Customer,N,No,7.0,36.0
871,916,0,F,18,Recruiter,Affluent Customer,N,No,8.0,29.0
872,917,0,M,63,VP Product Management,Mass Customer,N,No,19.0,56.0
873,918,0,M,73,Internal Auditor,High Net Worth,N,No,13.0,46.0
874,919,1,M,48,Registered Nurse,Mass Customer,N,Yes,13.0,33.0
875,920,0,M,89,Software Test Engineer IV,Mass Customer,N,Yes,19.0,45.0
876,921,0,F,77,Help Desk Technician,Mass Customer,N,No,7.0,41.0
877,922,0,F,52,Operator,Mass Customer,N,No,19.0,48.0
878,923,1,M,44,Senior Financial Analyst,High Net Worth,N,No,19.0,43.0
879,924,1,M,33,Computer Systems Analyst II,Affluent Customer,N,No,13.0,44.0
880,925,0,M,42,Accountant IV,Affluent Customer,N,No,16.0,42.0
881,926,1,M,18,Professor,Affluent Customer,N,No,10.0,55.0
882,927,1,M,25,Cost Accountant,Mass Customer,N,Yes,18.0,55.0
883,928,1,M,61,Associate Professor,High Net Worth,N,Yes,18.0,47.0
884,929,0,M,0,Database Administrator III,Mass Customer,N,Yes,13.0,55.0
885,930,0,F,86,Executive Secretary,Mass Customer,N,Yes,8.0,49.0
886,931,0,F,59,Design Engineer,Affluent Customer,N,Yes,1.0,21.0
887,932,0,F,30,Graphic Designer,Mass Customer,N,No,18.0,31.0
888,933,0,F,75,Help Desk Operator,Mass Customer,N,Yes,5.0,24.0
889,934,1,M,76,Human Resources Manager,Mass Customer,N,No,6.0,25.0
890,935,0,M,76,Marketing Manager,Mass Customer,N,Yes,3.0,26.0
891,936,1,M,64,Speech Pathologist,High Net Worth,N,No,3.0,32.0
892,937,1,M,65,Human Resources Assistant IV,Affluent Customer,N,No,15.0,35.0
893,938,0,F,18,Technical Writer,Mass Customer,N,No,7.0,25.0
894,939,1,M,53,Product Engineer,Mass Customer,N,No,6.0,60.0
895,940,0,F,3,Administrative Officer,Mass Customer,N,No,9.0,33.0
896,941,0,M,13,Recruiting Manager,Affluent Customer,N,Yes,1.0,26.0
897,942,0,F,31,Director of Sales,Mass Customer,N,Yes,14.0,47.0
898,943,0,M,94,Legal Assistant,Affluent Customer,N,Yes,15.0,41.0
899,944,1,F,53,Manufacturing,Mass Customer,N,No,15.0,45.0
900,945,1,M,59,Human Resources Manager,High Net Worth,N,Yes,1.0,22.0
901,946,0,F,16,Research Associate,High Net Worth,N,No,12.0,59.0
902,947,0,F,43,Pharmacist,Mass Customer,N,No,10.0,35.0
903,948,1,M,19,Recruiting Manager,Affluent Customer,N,No,10.0,51.0
904,949,0,M,18,Executive Secretary,Mass Customer,N,Yes,3.0,45.0
905,951,1,M,44,Assistant Media Planner,Mass Customer,N,No,1.0,21.0
906,952,0,F,34,VP Sales,Affluent Customer,N,Yes,6.0,49.0
907,954,1,M,76,VP Quality Control,Mass Customer,N,Yes,7.0,26.0
908,955,1,F,78,Research Nurse,Mass Customer,N,Yes,9.0,31.0
909,956,1,M,19,Nuclear Power Engineer,Mass Customer,N,Yes,9.0,60.0
910,957,1,F,80,Automation Specialist I,Affluent Customer,N,Yes,7.0,26.0
911,958,1,M,15,Biostatistician IV,High Net Worth,N,No,18.0,57.0
912,959,0,F,3,Staff Scientist,Affluent Customer,N,Yes,21.0,34.0
913,960,0,M,1,GIS Technical Architect,Mass Customer,N,Yes,12.0,52.0
914,961,1,F,73,Assistant Manager,Mass Customer,N,No,6.0,34.0
915,962,1,M,49,VP Product Management,High Net Worth,N,Yes,17.0,43.0
916,963,1,F,56,Budget/Accounting Analyst I,High Net Worth,N,Yes,16.0,52.0
917,964,1,F,35,Assistant Professor,High Net Worth,N,No,6.0,27.0
918,965,0,F,86,Structural Engineer,High Net Worth,N,Yes,5.0,23.0
919,966,1,F,70,Speech Pathologist,High Net Worth,N,Yes,5.0,42.0
920,967,1,F,44,Sales Associate,Affluent Customer,N,Yes,1.0,21.0
921,968,0,M,96,Accountant IV,High Net Worth,N,Yes,16.0,65.0
922,969,1,F,20,Health Coach IV,High Net Worth,N,Yes,18.0,42.0
923,970,0,F,2,VP Accounting,High Net Worth,N,Yes,14.0,40.0
924,971,0,M,11,Geologist I,High Net Worth,N,No,22.0,32.0
925,972,0,F,81,Project Manager,Mass Customer,N,Yes,10.0,39.0
926,973,1,F,46,Data Coordiator,High Net Worth,N,No,15.0,41.0
927,974,1,F,92,Administrative Assistant IV,Mass Customer,N,Yes,4.0,29.0
928,976,0,M,10,Graphic Designer,Affluent Customer,N,No,10.0,49.0
929,977,1,F,65,Staff Accountant III,High Net Worth,N,Yes,13.0,61.0
930,978,0,F,40,Nurse Practicioner,High Net Worth,N,No,15.0,39.0
931,979,1,F,42,Budget/Accounting Analyst I,High Net Worth,N,No,12.0,61.0
932,980,0,F,19,Registered Nurse,Mass Customer,N,No,8.0,43.0
933,981,0,M,0,Retail,Mass Customer,N,No,11.0,48.0
934,982,1,M,14,Geologist III,High Net Worth,N,Yes,6.0,61.0
935,984,0,M,89,Programmer I,Affluent Customer,N,No,16.0,67.0
936,985,1,F,29,Help Desk Operator,High Net Worth,N,No,15.0,50.0
937,986,0,M,3,Office Assistant I,Mass Customer,N,Yes,8.0,26.0
938,987,0,M,89,Senior Cost Accountant,Affluent Customer,N,Yes,11.0,46.0
939,988,1,F,35,Director of Sales,High Net Worth,N,No,7.0,40.0
940,989,1,F,43,Project Manager,Mass Customer,N,No,17.0,38.0
941,990,0,F,56,Administrative Officer,Mass Customer,N,Yes,14.0,45.0
942,991,1,F,11,Financial Analyst,Mass Customer,N,Yes,10.0,29.0
943,992,0,F,6,Property,Mass Customer,N,Yes,8.0,62.0
944,993,0,F,71,Account Coordinator,High Net Worth,N,No,17.0,44.0
945,994,0,F,62,Librarian,Affluent Customer,N,Yes,5.0,43.0
946,995,1,M,16,Information Systems Manager,Mass Customer,N,Yes,19.0,55.0
947,997,0,M,30,Teacher,Mass Customer,N,Yes,13.0,39.0
948,998,0,F,66,Speech Pathologist,Affluent Customer,N,Yes,5.0,55.0
949,999,1,F,12,Recruiting Manager,High Net Worth,N,No,4.0,33.0
950,1000,0,F,44,Compensation Analyst,Mass Customer,N,No,11.0,42.0
951,1001,1,M,63,Recruiter,Mass Customer,N,No,14.0,41.0
952,1002,1,M,65,Business Systems Development Analyst,Mass Customer,N,Yes,18.0,42.0
953,1003,0,F,35,Paralegal,High Net Worth,N,No,18.0,53.0
954,1004,0,M,35,Business Systems Development Analyst,High Net Worth,N,No,22.0,45.0
955,1005,1,F,94,Design Engineer,High Net Worth,N,Yes,8.0,53.0
956,1006,1,M,15,Quality Control Specialist,Affluent Customer,N,Yes,19.0,43.0
957,1007,1,M,58,Retail,Mass Customer,N,No,5.0,24.0
958,1008,1,F,47,Teacher,Mass Customer,N,No,21.0,45.0
959,1009,1,F,16,Research Associate,High Net Worth,N,Yes,13.0,63.0
960,1010,1,M,24,Nurse,Affluent Customer,N,No,17.0,58.0
961,1011,0,F,42,Occupational Therapist,High Net Worth,N,Yes,10.0,35.0
962,1012,1,F,20,Software Test Engineer III,High Net Worth,N,Yes,11.0,65.0
963,1013,1,F,53,Physical Therapy Assistant,High Net Worth,N,No,17.0,44.0
964,1014,1,M,60,Senior Developer,Mass Customer,N,Yes,8.0,60.0
965,1015,1,M,7,Web Developer I,Mass Customer,N,No,17.0,66.0
966,1016,1,M,0,Legal Assistant,Mass Customer,N,Yes,17.0,61.0
967,1017,1,F,88,Assistant Media Planner,High Net Worth,N,No,16.0,42.0
968,1018,0,M,1,Help Desk Operator,Mass Customer,N,Yes,7.0,26.0
969,1019,0,M,42,Human Resources Assistant II,Mass Customer,N,Yes,14.0,47.0
970,1020,1,F,29,IT,Affluent Customer,N,No,13.0,45.0
971,1021,0,M,16,Mechanical Systems Engineer,High Net Worth,N,No,7.0,43.0
972,1022,0,F,56,Assistant Manager,Affluent Customer,N,Yes,14.0,31.0
973,1023,1,F,16,Financial Services,Affluent Customer,N,Yes,6.0,29.0
974,1024,1,F,17,Social Worker,High Net Worth,N,Yes,2.0,28.0
975,1025,0,M,69,Quality Engineer,Mass Customer,N,Yes,5.0,23.0
976,1026,0,M,66,Financial Services,Affluent Customer,N,No,4.0,26.0
977,1027,0,M,33,Statistician I,Affluent Customer,N,No,18.0,54.0
978,1028,1,M,10,Project Manager,High Net Worth,N,No,1.0,21.0
979,1029,0,M,71,VP Sales,Mass Customer,N,No,4.0,24.0
980,1030,0,F,9,Food Chemist,Mass Customer,N,No,5.0,58.0
981,1031,1,M,75,Junior Executive,Mass Customer,N,No,6.0,37.0
982,1032,1,F,36,Executive Secretary,Mass Customer,N,Yes,18.0,42.0
983,1035,1,F,77,Operator,Affluent Customer,N,Yes,5.0,44.0
984,1036,0,F,6,Paralegal,Mass Customer,N,Yes,12.0,51.0
985,1037,1,F,95,Human Resources Assistant II,Mass Customer,N,No,10.0,64.0
986,1040,0,F,78,Food Chemist,High Net Worth,N,No,9.0,46.0
987,1041,1,M,95,Property,Affluent Customer,N,No,15.0,61.0
988,1042,1,M,0,Nuclear Power Engineer,High Net Worth,N,Yes,11.0,45.0
989,1043,1,M,34,Sales Associate,Mass Customer,N,Yes,16.0,34.0
990,1045,1,F,88,Financial Services,Mass Customer,N,Yes,19.0,34.0
991,1046,0,F,0,Budget/Accounting Analyst II,Affluent Customer,N,No,11.0,65.0
992,1047,0,M,39,VP Accounting,Affluent Customer,N,No,11.0,42.0
993,1048,1,M,99,Internal Auditor,Affluent Customer,N,No,15.0,44.0
994,1049,0,M,35,Software Consultant,Mass Customer,N,No,2.0,25.0
995,1050,1,F,7,Software Consultant,Mass Customer,N,Yes,15.0,47.0
996,1051,0,F,34,Help Desk Technician,High Net Worth,N,Yes,14.0,43.0
997,1052,1,F,31,Junior Executive,High Net Worth,N,No,3.0,35.0
998,1053,0,M,98,Manufacturing,Mass Customer,N,Yes,8.0,58.0
999,1054,1,M,27,Nuclear Power Engineer,Mass Customer,N,Yes,13.0,37.0
1000,1055,1,F,30,Data Coordiator,Mass Customer,N,No,12.0,32.0
1001,1056,1,M,96,Software Test Engineer IV,Affluent Customer,N,No,6.0,54.0
1002,1057,1,F,73,Registered Nurse,Mass Customer,N,No,5.0,52.0
1003,1058,1,F,37,Research Assistant IV,Affluent Customer,N,Yes,4.0,33.0
1004,1059,0,F,68,Account Representative III,High Net Worth,N,Yes,6.0,53.0
1005,1060,0,F,88,Associate Professor,Affluent Customer,N,Yes,13.0,59.0
1006,1061,1,M,34,Speech Pathologist,Mass Customer,N,No,19.0,32.0
1007,1062,1,F,32,Junior Executive,Mass Customer,N,No,14.0,45.0
1008,1063,1,M,22,Actuary,Affluent Customer,N,Yes,13.0,34.0
1009,1064,1,M,3,Librarian,Affluent Customer,N,Yes,8.0,43.0
1010,1065,0,M,8,Quality Engineer,Mass Customer,N,Yes,8.0,58.0
1011,1066,1,M,45,Recruiter,High Net Worth,N,No,12.0,25.0
1012,1067,0,F,13,Engineer IV,Mass Customer,N,Yes,13.0,55.0
1013,1068,0,M,5,Health,Mass Customer,N,Yes,3.0,26.0
1014,1069,1,M,85,Web Designer I,Mass Customer,N,No,15.0,45.0
1015,1070,0,M,5,Account Representative IV,Mass Customer,N,No,1.0,25.0
1016,1071,0,M,68,Retail,High Net Worth,N,No,1.0,34.0
1017,1072,1,M,60,Senior Cost Accountant,High Net Worth,N,Yes,8.0,63.0
1018,1073,0,F,77,Associate Professor,Affluent Customer,N,Yes,7.0,41.0
1019,1074,1,M,43,Accounting Assistant IV,High Net Worth,N,Yes,18.0,46.0
1020,1075,1,M,26,Administrative Officer,High Net Worth,N,No,7.0,53.0
1021,1076,1,M,33,Pharmacist,Affluent Customer,N,No,2.0,20.0
1022,1077,1,F,8,Telecommunications,Mass Customer,N,Yes,18.0,65.0
1023,1078,0,M,69,Executive Secretary,Mass Customer,N,No,20.0,44.0
1024,1079,1,M,70,Nurse Practicioner,Mass Customer,N,No,18.0,43.0
1025,1080,1,F,70,Speech Pathologist,Mass Customer,N,Yes,2.0,21.0
1026,1081,0,F,25,Social Worker,Mass Customer,N,No,16.0,35.0
1027,1083,0,M,46,VP Product Management,Affluent Customer,N,No,1.0,24.0
1028,1084,1,F,54,Accounting Assistant I,Affluent Customer,N,No,8.0,26.0
1029,1085,0,M,4,Internal Auditor,Mass Customer,N,No,8.0,45.0
1030,1086,1,M,84,Statistician IV,Mass Customer,N,Yes,4.0,31.0
1031,1087,1,F,39,Financial Analyst,Mass Customer,N,Yes,8.0,41.0
1032,1088,0,F,19,Design Engineer,High Net Worth,N,Yes,3.0,31.0
1033,1089,1,F,90,Product Engineer,Affluent Customer,N,No,12.0,32.0
1034,1090,0,F,15,Computer Systems Analyst II,Affluent Customer,N,No,17.0,45.0
1035,1091,0,M,19,Health,Mass Customer,N,No,15.0,41.0
1036,1092,0,F,56,VP Quality Control,Mass Customer,N,No,5.0,85.0
1037,1093,1,F,63,Business Systems Development Analyst,Affluent Customer,N,No,5.0,24.0
1038,1094,1,M,48,Dental Hygienist,High Net Worth,N,No,19.0,45.0
1039,1095,0,F,2,Project Manager,Mass Customer,N,No,6.0,62.0
1040,1096,1,M,33,Software Test Engineer I,High Net Worth,N,No,14.0,51.0
1041,1097,1,F,71,Engineer II,Mass Customer,N,Yes,18.0,53.0
1042,1098,1,F,99,Administrative Assistant IV,Mass Customer,N,Yes,12.0,32.0
1043,1099,0,M,12,Tax Accountant,Affluent Customer,N,Yes,11.0,46.0
1044,1100,0,M,59,Engineer I,Mass Customer,N,No,15.0,38.0
1045,1101,0,F,76,Senior Editor,Mass Customer,N,No,15.0,52.0
1046,1102,1,F,16,Recruiting Manager,Affluent Customer,N,No,15.0,44.0
1047,1103,0,F,76,Financial Advisor,High Net Worth,N,Yes,20.0,43.0
1048,1104,1,F,82,Programmer III,Mass Customer,N,No,8.0,61.0
1049,1105,1,M,39,General Manager,Mass Customer,N,No,18.0,31.0
1050,1106,1,F,2,Software Consultant,Mass Customer,N,No,15.0,58.0
1051,1107,0,F,70,Social Worker,High Net Worth,N,No,18.0,46.0
1052,1108,0,F,86,Dental Hygienist,Mass Customer,N,No,17.0,59.0
1053,1109,1,M,21,Web Developer II,High Net Worth,N,No,6.0,31.0
1054,1110,0,M,73,Information Systems Manager,High Net Worth,N,No,12.0,30.0
1055,1111,1,M,96,Director of Sales,High Net Worth,N,Yes,18.0,61.0
1056,1113,1,M,45,Recruiter,Mass Customer,N,No,6.0,28.0
1057,1114,0,F,96,Structural Engineer,Mass Customer,N,No,14.0,44.0
1058,1115,1,F,33,Account Coordinator,High Net Worth,N,Yes,17.0,51.0
1059,1116,0,F,59,Assistant Manager,Mass Customer,N,Yes,16.0,46.0
1060,1117,1,F,83,Quality Engineer,Affluent Customer,N,No,14.0,45.0
1061,1118,1,F,95,Sales Representative,Mass Customer,N,Yes,9.0,45.0
1062,1119,1,M,43,Entertainment,Mass Customer,N,Yes,19.0,44.0
1063,1120,0,F,87,Web Developer IV,Affluent Customer,N,No,12.0,40.0
1064,1121,1,F,30,Registered Nurse,Mass Customer,N,Yes,3.0,37.0
1065,1123,1,M,50,Property,Mass Customer,N,No,13.0,58.0
1066,1124,1,M,36,Health Coach III,Affluent Customer,N,Yes,9.0,56.0
1067,1125,0,M,25,Software Test Engineer III,Affluent Customer,N,No,9.0,31.0
1068,1126,0,F,77,Executive Secretary,Mass Customer,N,No,14.0,47.0
1069,1127,1,F,30,Physical Therapy Assistant,Mass Customer,N,No,8.0,30.0
1070,1128,0,F,47,Financial Advisor,Mass Customer,N,Yes,8.0,29.0
1071,1129,0,M,2,VP Marketing,Mass Customer,N,Yes,9.0,43.0
1072,1130,0,F,90,Sales Associate,Mass Customer,N,No,16.0,56.0
1073,1131,0,M,16,VP Marketing,Mass Customer,N,No,15.0,64.0
1074,1132,1,F,99,Actuary,Affluent Customer,N,Yes,9.0,35.0
1075,1133,0,M,88,Manufacturing,Affluent Customer,N,No,6.0,53.0
1076,1134,0,M,22,Administrative Assistant IV,Affluent Customer,N,No,3.0,26.0
1077,1135,0,F,60,Software Engineer IV,Mass Customer,N,Yes,11.0,40.0
1078,1136,1,M,72,Executive Secretary,High Net Worth,N,No,7.0,43.0
1079,1137,0,M,46,Business Systems Development Analyst,Mass Customer,N,No,18.0,43.0
1080,1138,1,F,77,Statistician I,Mass Customer,N,Yes,5.0,29.0
1081,1139,1,M,52,Editor,Mass Customer,N,Yes,16.0,38.0
1082,1140,0,F,32,Executive Secretary,Mass Customer,N,Yes,13.0,35.0
1083,1141,0,F,70,Financial Services,High Net Worth,N,Yes,4.0,39.0
1084,1142,1,M,95,Desktop Support Technician,Mass Customer,N,No,2.0,22.0
1085,1143,1,M,64,Office Assistant IV,Mass Customer,N,Yes,6.0,66.0
1086,1144,1,M,73,Environmental Specialist,High Net Worth,N,Yes,5.0,24.0
1087,1145,1,F,80,Property,Mass Customer,N,Yes,14.0,55.0
1088,1146,1,M,88,Assistant Professor,High Net Worth,N,No,8.0,28.0
1089,1147,0,M,71,Health Coach II,High Net Worth,N,Yes,9.0,52.0
1090,1148,1,M,60,Statistician IV,High Net Worth,N,No,5.0,33.0
1091,1149,0,F,29,Developer III,Affluent Customer,N,Yes,14.0,53.0
1092,1150,1,F,64,Information Systems Manager,Mass Customer,N,Yes,13.0,45.0
1093,1151,1,F,27,VP Product Management,High Net Worth,N,Yes,19.0,56.0
1094,1152,0,M,47,Business Systems Development Analyst,Mass Customer,N,Yes,3.0,22.0
1095,1153,1,F,53,Desktop Support Technician,Mass Customer,N,Yes,3.0,26.0
1096,1154,0,M,26,Research Nurse,Mass Customer,N,Yes,20.0,46.0
1097,1155,0,F,73,VP Marketing,Mass Customer,N,Yes,9.0,27.0
1098,1156,1,F,22,Marketing Assistant,Mass Customer,N,Yes,1.0,23.0
1099,1157,1,M,69,Research Nurse,Affluent Customer,N,Yes,17.0,47.0
1100,1158,1,M,85,Senior Quality Engineer,Mass Customer,N,Yes,19.0,36.0
1101,1159,1,M,94,Librarian,Mass Customer,N,No,1.0,28.0
1102,1160,1,F,98,Speech Pathologist,Affluent Customer,N,No,10.0,56.0
1103,1161,1,F,86,Senior Quality Engineer,Mass Customer,N,No,15.0,44.0
1104,1162,0,M,29,Marketing Assistant,Mass Customer,N,Yes,7.0,31.0
1105,1163,0,M,77,Cost Accountant,High Net Worth,N,Yes,8.0,39.0
1106,1164,1,F,97,Food Chemist,Mass Customer,N,Yes,17.0,44.0
1107,1165,0,F,58,Administrative Assistant IV,High Net Worth,N,No,2.0,27.0
1108,1166,0,F,40,Quality Control Specialist,Affluent Customer,N,No,8.0,48.0
1109,1167,1,F,20,Software Test Engineer III,Mass Customer,N,No,4.0,24.0
1110,1168,0,M,44,Pharmacist,Affluent Customer,N,No,18.0,56.0
1111,1169,0,F,33,Actuary,Mass Customer,N,Yes,13.0,53.0
1112,1170,1,F,62,Assistant Professor,Mass Customer,N,Yes,4.0,56.0
1113,1171,1,F,32,Human Resources Manager,Affluent Customer,N,Yes,8.0,49.0
1114,1172,1,M,48,Recruiter,Mass Customer,N,Yes,17.0,47.0
1115,1173,1,F,58,Statistician IV,High Net Worth,N,No,16.0,43.0
1116,1175,0,M,8,Human Resources Manager,Mass Customer,N,No,8.0,35.0
1117,1176,0,F,7,Software Engineer IV,Affluent Customer,N,Yes,7.0,45.0
1118,1177,1,F,47,Food Chemist,Affluent Customer,N,Yes,6.0,67.0
1119,1178,0,M,1,Pharmacist,Mass Customer,N,No,13.0,50.0
1120,1179,0,M,56,Media Manager IV,High Net Worth,N,Yes,13.0,32.0
1121,1180,1,F,48,Account Representative I,Affluent Customer,N,No,10.0,45.0
1122,1181,0,F,2,Tax Accountant,Mass Customer,N,No,8.0,42.0
1123,1182,1,F,84,Data Coordiator,Mass Customer,N,Yes,7.0,46.0
1124,1183,1,M,50,Media Manager II,Affluent Customer,N,No,6.0,62.0
1125,1184,1,F,89,Social Worker,Mass Customer,N,No,13.0,52.0
1126,1185,1,F,17,VP Product Management,Mass Customer,N,Yes,2.0,20.0
1127,1186,1,M,70,Help Desk Operator,Affluent Customer,N,Yes,20.0,43.0
1128,1187,1,M,65,Financial Services,Mass Customer,N,No,1.0,22.0
1129,1188,0,F,14,Statistician IV,Affluent Customer,N,Yes,4.0,37.0
1130,1189,1,M,22,Geologist I,High Net Worth,N,Yes,8.0,32.0
1131,1190,1,F,67,Assistant Professor,Affluent Customer,N,Yes,10.0,52.0
1132,1191,0,F,20,Director of Sales,Mass Customer,N,Yes,1.0,24.0
1133,1192,0,F,31,VP Quality Control,Mass Customer,N,No,16.0,51.0
1134,1193,1,M,58,Safety Technician I,High Net Worth,N,No,5.0,35.0
1135,1194,1,F,69,Junior Executive,Affluent Customer,N,No,3.0,29.0
1136,1195,1,F,0,VP Marketing,Mass Customer,N,No,18.0,43.0
1137,1196,0,F,23,Research Nurse,Mass Customer,N,No,2.0,23.0
1138,1197,0,F,44,Professor,High Net Worth,N,Yes,5.0,23.0
1139,1198,1,F,73,Sales Representative,High Net Worth,N,No,7.0,47.0
1140,1199,1,M,7,VP Accounting,Affluent Customer,N,Yes,5.0,62.0
1141,1200,1,F,38,Librarian,High Net Worth,N,No,18.0,46.0
1142,1201,1,F,42,Manufacturing,Mass Customer,N,No,10.0,65.0
1143,1202,0,M,90,Sales Representative,Mass Customer,N,Yes,8.0,29.0
1144,1203,1,F,38,Technical Writer,Affluent Customer,N,No,22.0,32.0
1145,1204,1,F,12,Senior Developer,Affluent Customer,N,Yes,16.0,50.0
1146,1205,1,M,38,Business Systems Development Analyst,Affluent Customer,N,No,13.0,42.0
1147,1206,1,F,13,Paralegal,Mass Customer,N,No,13.0,42.0
1148,1207,0,F,30,Engineer IV,Mass Customer,N,No,1.0,23.0
1149,1208,1,F,23,Budget/Accounting Analyst IV,Mass Customer,N,No,15.0,37.0
1150,1209,1,M,40,Senior Developer,High Net Worth,N,Yes,11.0,43.0
1151,1211,1,M,45,VP Sales,Affluent Customer,N,Yes,14.0,42.0
1152,1212,0,F,28,Legal Assistant,Affluent Customer,N,No,13.0,52.0
1153,1213,1,M,80,Accounting Assistant II,High Net Worth,N,No,15.0,47.0
1154,1214,0,M,0,Internal Auditor,High Net Worth,N,No,15.0,31.0
1155,1215,0,F,79,VP Quality Control,Mass Customer,N,No,11.0,54.0
1156,1216,1,F,15,Software Test Engineer I,Affluent Customer,N,Yes,10.0,61.0
1157,1217,1,F,67,Structural Engineer,High Net Worth,N,No,16.0,52.0
1158,1219,1,M,93,Financial Services,Mass Customer,N,No,14.0,49.0
1159,1220,0,M,12,Editor,High Net Worth,N,No,14.0,33.0
1160,1221,0,M,75,VP Product Management,High Net Worth,N,Yes,14.0,25.0
1161,1222,1,F,83,Account Executive,Mass Customer,N,No,19.0,50.0
1162,1223,1,F,19,Senior Sales Associate,Mass Customer,N,Yes,16.0,56.0
1163,1224,0,F,9,Junior Executive,Mass Customer,N,No,16.0,44.0
1164,1225,1,M,5,Clinical Specialist,Mass Customer,N,Yes,10.0,33.0
1165,1226,0,F,32,Director of Sales,Mass Customer,N,Yes,13.0,40.0
1166,1227,1,F,63,Software Engineer I,Affluent Customer,N,Yes,12.0,31.0
1167,1228,1,F,43,Senior Cost Accountant,Affluent Customer,N,No,6.0,58.0
1168,1229,0,M,38,GIS Technical Architect,Affluent Customer,N,Yes,1.0,21.0
1169,1230,0,M,61,Financial Services,Mass Customer,N,Yes,10.0,35.0
1170,1231,0,F,94,Social Worker,Affluent Customer,N,No,18.0,47.0
1171,1232,1,M,83,Help Desk Operator,Affluent Customer,N,No,20.0,61.0
1172,1233,0,F,17,Retail,Affluent Customer,N,Yes,16.0,42.0
1173,1234,0,M,87,Geologist I,Mass Customer,N,No,17.0,56.0
1174,1235,1,F,24,Dental Hygienist,Mass Customer,N,No,9.0,52.0
1175,1236,1,M,75,Web Designer IV,High Net Worth,N,Yes,18.0,46.0
1176,1237,1,F,6,Research Nurse,High Net Worth,N,No,16.0,51.0
1177,1238,1,M,24,Graphic Designer,Affluent Customer,N,Yes,6.0,42.0
1178,1240,0,F,64,Sales Associate,Mass Customer,N,Yes,19.0,55.0
1179,1241,1,F,23,Pharmacist,Affluent Customer,N,Yes,11.0,35.0
1180,1242,0,M,36,Human Resources Assistant III,High Net Worth,N,Yes,18.0,48.0
1181,1243,1,M,73,Research Assistant II,Mass Customer,N,No,8.0,67.0
1182,1245,1,M,34,Product Engineer,Affluent Customer,N,No,1.0,26.0
1183,1247,0,F,15,Geologist I,Affluent Customer,N,No,11.0,60.0
1184,1248,1,F,31,General Manager,Affluent Customer,N,Yes,7.0,57.0
1185,1249,0,M,11,Telecommunications,Mass Customer,N,No,16.0,53.0
1186,1250,1,F,42,Help Desk Technician,Mass Customer,N,No,1.0,19.0
1187,1251,0,M,63,Desktop Support Technician,Mass Customer,N,No,2.0,23.0
1188,1252,1,M,46,Recruiting Manager,Mass Customer,N,Yes,14.0,56.0
1189,1253,1,F,81,Research Assistant I,Mass Customer,N,No,5.0,24.0
1190,1254,1,M,60,Graphic Designer,Mass Customer,N,Yes,5.0,62.0
1191,1255,0,M,5,Health,Affluent Customer,N,No,11.0,38.0
1192,1256,0,M,8,Food Chemist,High Net Worth,N,No,9.0,34.0
1193,1257,1,M,40,Assistant Professor,Affluent Customer,N,Yes,9.0,48.0
1194,1258,1,M,89,Geological Engineer,Mass Customer,N,No,6.0,43.0
1195,1259,1,F,23,Assistant Professor,Mass Customer,N,No,9.0,47.0
1196,1260,0,M,92,Tax Accountant,Mass Customer,N,No,9.0,31.0
1197,1261,1,F,61,Legal Assistant,Mass Customer,N,No,4.0,50.0
1198,1262,1,F,90,Technical Writer,High Net Worth,N,Yes,19.0,53.0
1199,1263,1,M,41,Nurse,Affluent Customer,N,No,8.0,47.0
1200,1264,1,M,48,Health,Mass Customer,N,Yes,7.0,27.0
1201,1265,1,M,72,Biostatistician I,Mass Customer,N,Yes,2.0,33.0
1202,1266,1,M,68,Human Resources Manager,Mass Customer,N,Yes,10.0,42.0
1203,1267,1,M,39,Safety Technician IV,Affluent Customer,N,Yes,19.0,41.0
1204,1268,1,M,20,Financial Services,High Net Worth,N,Yes,2.0,31.0
1205,1269,0,M,56,Account Coordinator,High Net Worth,N,Yes,7.0,30.0
1206,1270,1,M,72,Paralegal,Affluent Customer,N,No,10.0,38.0
1207,1271,0,F,71,Accounting Assistant II,Mass Customer,N,Yes,6.0,26.0
1208,1272,1,F,2,Manufacturing,Affluent Customer,N,No,17.0,36.0
1209,1273,1,M,48,General Manager,Affluent Customer,N,Yes,14.0,46.0
1210,1274,1,M,12,Mechanical Systems Engineer,Mass Customer,N,No,20.0,43.0
1211,1275,1,F,70,General Manager,Mass Customer,N,Yes,8.0,55.0
1212,1276,1,M,24,Dental Hygienist,Affluent Customer,N,No,4.0,56.0
1213,1277,1,M,26,Help Desk Technician,Mass Customer,N,Yes,9.0,48.0
1214,1278,1,F,14,Pharmacist,Affluent Customer,N,No,2.0,22.0
1215,1279,0,M,30,Staff Accountant I,Mass Customer,N,No,20.0,58.0
1216,1280,1,M,71,Marketing Assistant,High Net Worth,N,Yes,15.0,43.0
1217,1281,1,M,29,Administrative Assistant III,Affluent Customer,N,Yes,16.0,52.0
1218,1282,0,M,99,Programmer Analyst III,Affluent Customer,N,Yes,14.0,40.0
1219,1283,0,F,43,Clinical Specialist,Mass Customer,N,No,1.0,26.0
1220,1284,0,M,30,Junior Executive,Affluent Customer,N,No,11.0,45.0
